GameDate,GameStartET,DateId,VisitorTeamName,VisitorPoints,HomeTeamName,HomePoints,Overtime,Attendance,ArenaName
2017-11-24,9:00p,38,New Orleans Pelicans,115,Phoenix Suns,91,,16574,Talking Stick Resort Arena
2017-11-24,10:30p,38,Chicago Bulls,94,Golden State Warriors,143,,19596,Chase Center
2017-11-25,7:00p,39,San Antonio Spurs,106,Charlotte Hornets,86,,18597,Spectrum Center
2017-11-25,7:00p,39,Orlando Magic,111,Philadelphia 76ers,130,,20585,Wells Fargo Center
2017-11-25,7:00p,39,Portland Trail Blazers,108,Washington Wizards,105,,18092,Capital One Arena
2017-11-25,7:30p,39,Toronto Raptors,112,Atlanta Hawks,78,,12278,State Farm Arena
2017-11-25,8:00p,39,New York Knicks,102,Houston Rockets,117,,18055,Toyota Center
2017-11-25,8:00p,39,Boston Celtics,108,Indiana Pacers,98,,16303,Bankers Life Fieldhouse
2017-11-25,8:30p,39,Oklahoma City Thunder,81,Dallas Mavericks,97,,20340,American Airlines Center
2017-11-25,8:30p,39,New Orleans Pelicans,95,Golden State Warriors,110,,19596,Chase Center
2017-11-25,9:00p,39,Milwaukee Bucks,108,Utah Jazz,121,,17298,Vivint Smart Home Arena
2017-11-25,10:00p,39,Los Angeles Clippers,97,Sacramento Kings,95,,17583,Golden 1 Center
2017-11-26,3:30p,40,Miami Heat,100,Chicago Bulls,93,,20928,United Center
2017-11-26,3:30p,40,Phoenix Suns,108,Minnesota Timberwolves,119,,16448,Target Center
2017-11-26,6:00p,40,Brooklyn Nets,98,Memphis Grizzlies,88,,14889,FedExForum
2017-11-27,7:00p,41,Orlando Magic,109,Indiana Pacers,121,,12501,Bankers Life Fieldhouse
2017-11-27,7:00p,41,Cleveland Cavaliers,113,Philadelphia 76ers,91,,20527,Wells Fargo Center
2017-11-27,7:30p,41,Detroit Pistons,118,Boston Celtics,108,,18624,TD Garden
2017-11-27,7:30p,41,Portland Trail Blazers,103,New York Knicks,91,,18409,Madison Square Garden
2017-11-27,8:00p,41,Brooklyn Nets,103,Houston Rockets,117,,16189,Toyota Center
2017-11-27,8:30p,41,Dallas Mavericks,108,San Antonio Spurs,115,,17918,AT&T Center
2017-11-27,10:30p,41,Sacramento Kings,110,Golden State Warriors,106,,19596,Chase Center
2017-11-27,10:30p,41,Los Angeles Lakers,115,Los Angeles Clippers,120,,18086,Staples Center
2017-11-28,7:00p,42,Miami Heat,97,Cleveland Cavaliers,108,,20562,Rocket Mortgage FieldHouse
2017-11-28,8:00p,42,Phoenix Suns,104,Chicago Bulls,99,,18324,United Center
2017-11-28,8:00p,42,Washington Wizards,92,Minnesota Timberwolves,89,,13442,Target Center
2017-11-28,10:00p,42,Milwaukee Bucks,112,Sacramento Kings,87,,17583,Golden 1 Center
2017-11-28,10:00p,42,Denver Nuggets,77,Utah Jazz,106,,16790,Vivint Smart Home Arena
2017-11-29,7:00p,43,Phoenix Suns,107,Detroit Pistons,131,,18096,Little Caesars Arena
2017-11-29,7:00p,43,Oklahoma City Thunder,108,Orlando Magic,121,,17797,Amway Center
2017-11-29,7:00p,43,Washington Wizards,113,Philadelphia 76ers,118,,20492,Wells Fargo Center
2017-11-29,7:30p,43,Miami Heat,86,New York Knicks,115,,17693,Madison Square Garden
2017-11-29,7:30p,43,Charlotte Hornets,113,Toronto Raptors,126,,19800,Scotiabank Arena
2017-11-29,8:00p,43,Indiana Pacers,97,Houston Rockets,118,,16760,Toyota Center
2017-11-29,8:00p,43,Minnesota Timberwolves,120,New Orleans Pelicans,102,,15555,Smoothie King Center
2017-11-29,8:30p,43,Brooklyn Nets,109,Dallas Mavericks,104,,19327,American Airlines Center
2017-11-29,8:30p,43,Memphis Grizzlies,95,San Antonio Spurs,104,,18013,AT&T Center
2017-11-29,10:30p,43,Golden State Warriors,127,Los Angeles Lakers,123,OT,18997,Staples Center
2017-11-30,7:30p,44,Cleveland Cavaliers,121,Atlanta Hawks,114,,16379,State Farm Arena
2017-11-30,7:30p,44,Philadelphia 76ers,97,Boston Celtics,108,,18624,TD Garden
2017-11-30,9:00p,44,Chicago Bulls,110,Denver Nuggets,111,,15156,Pepsi Center
2017-11-30,10:00p,44,Milwaukee Bucks,103,Portland Trail Blazers,91,,19459,Moda Center
2017-11-30,10:30p,44,Utah Jazz,126,Los Angeles Clippers,107,,15139,Staples Center
2017-12-01,7:00p,45,Golden State Warriors,133,Orlando Magic,112,,18846,Amway Center
2017-12-01,7:00p,45,Detroit Pistons,91,Washington Wizards,109,,17885,Capital One Arena
2017-12-01,7:30p,45,Indiana Pacers,115,Toronto Raptors,120,,19800,Scotiabank Arena
2017-12-01,8:00p,45,Sacramento Kings,107,Chicago Bulls,106,,19268,United Center
2017-12-01,8:00p,45,San Antonio Spurs,95,Memphis Grizzlies,79,,16413,FedExForum
2017-12-01,8:00p,45,Charlotte Hornets,100,Miami Heat,105,,19600,American Airlines Arena
2017-12-01,8:00p,45,Minnesota Timberwolves,107,Oklahoma City Thunder,111,,18203,Chesapeake Energy Arena
2017-12-01,9:00p,45,New Orleans Pelicans,108,Utah Jazz,114,,17725,Vivint Smart Home Arena
2017-12-02,1:00p,46,Phoenix Suns,111,Boston Celtics,116,,18624,TD Garden
2017-12-02,2:00p,46,Los Angeles Clippers,82,Dallas Mavericks,108,,19245,American Airlines Center
2017-12-02,3:00p,46,Atlanta Hawks,114,Brooklyn Nets,102,,13949,Barclays Center
2017-12-02,7:30p,46,Memphis Grizzlies,111,Cleveland Cavaliers,116,,20562,Rocket Mortgage FieldHouse
2017-12-02,7:30p,46,Detroit Pistons,103,Philadelphia 76ers,108,,20562,Wells Fargo Center
2017-12-02,8:30p,46,Sacramento Kings,104,Milwaukee Bucks,109,,15581,Fiserv Forum
2017-12-02,9:00p,46,Los Angeles Lakers,100,Denver Nuggets,115,,19520,Pepsi Center
2017-12-02,10:00p,46,New Orleans Pelicans,123,Portland Trail Blazers,116,,18730,Moda Center
2017-12-03,3:30p,47,Orlando Magic,105,New York Knicks,100,,19082,Madison Square Garden
2017-12-03,7:00p,47,Golden State Warriors,123,Miami Heat,95,,19600,American Airlines Arena
2017-12-03,7:00p,47,Los Angeles Clippers,106,Minnesota Timberwolves,112,,13172,Target Center
2017-12-03,7:00p,47,San Antonio Spurs,87,Oklahoma City Thunder,90,,18203,Chesapeake Energy Arena
2017-12-03,9:30p,47,Houston Rockets,118,Los Angeles Lakers,95,,18997,Staples Center
2017-12-04,7:00p,48,Orlando Magic,94,Charlotte Hornets,104,,14419,Spectrum Center
2017-12-04,7:00p,48,New York Knicks,97,Indiana Pacers,115,,12018,Bankers Life Fieldhouse
2017-12-04,7:00p,48,Phoenix Suns,115,Philadelphia 76ers,101,,20564,Wells Fargo Center
2017-12-04,7:30p,48,Brooklyn Nets,110,Atlanta Hawks,90,,12056,State Farm Arena
2017-12-04,7:30p,48,Milwaukee Bucks,100,Boston Celtics,111,,18624,TD Garden
2017-12-04,8:00p,48,Cleveland Cavaliers,113,Chicago Bulls,91,,21323,United Center
2017-12-04,8:00p,48,Minnesota Timberwolves,92,Memphis Grizzlies,95,,14012,FedExForum
2017-12-04,8:00p,48,Golden State Warriors,125,New Orleans Pelicans,115,,17004,Smoothie King Center
2017-12-04,8:30p,48,Denver Nuggets,105,Dallas Mavericks,122,,19419,American Airlines Center
2017-12-04,8:30p,48,Detroit Pistons,93,San Antonio Spurs,96,,18288,AT&T Center
2017-12-04,9:00p,48,Washington Wizards,69,Utah Jazz,116,,17227,Vivint Smart Home Arena
2017-12-05,7:30p,49,Phoenix Suns,113,Toronto Raptors,126,,19800,Scotiabank Arena
2017-12-05,8:00p,49,Utah Jazz,94,Oklahoma City Thunder,100,,18203,Chesapeake Energy Arena
2017-12-05,10:00p,49,Washington Wizards,106,Portland Trail Blazers,92,,19241,Moda Center
2017-12-06,7:00p,50,Sacramento Kings,95,Cleveland Cavaliers,101,,20562,Rocket Mortgage FieldHouse
2017-12-06,7:00p,50,Chicago Bulls,96,Indiana Pacers,98,,13013,Bankers Life Fieldhouse
2017-12-06,7:00p,50,Atlanta Hawks,106,Orlando Magic,110,OT,16167,Amway Center
2017-12-06,7:30p,50,Dallas Mavericks,90,Boston Celtics,97,,18624,TD Garden
2017-12-06,7:30p,50,Memphis Grizzlies,88,New York Knicks,99,,19812,Madison Square Garden
2017-12-06,8:00p,50,Golden State Warriors,101,Charlotte Hornets,87,,19334,Spectrum Center
2017-12-06,8:00p,50,Detroit Pistons,100,Milwaukee Bucks,104,,15841,Fiserv Forum
2017-12-06,8:00p,50,Denver Nuggets,114,New Orleans Pelicans,123,,15353,Smoothie King Center
2017-12-06,8:30p,50,Miami Heat,105,San Antonio Spurs,117,,18252,AT&T Center
2017-12-06,10:30p,50,Minnesota Timberwolves,113,Los Angeles Clippers,107,,15951,Staples Center
2017-12-07,8:00p,51,Los Angeles Lakers,107,Philadelphia 76ers,104,,20495,Wells Fargo Center
2017-12-07,9:00p,51,Washington Wizards,109,Phoenix Suns,99,,15925,Talking Stick Resort Arena
2017-12-07,10:00p,51,Oklahoma City Thunder,95,Brooklyn Nets,100,,20562,Barclays Center
2017-12-07,10:30p,51,Houston Rockets,112,Utah Jazz,101,,18306,Vivint Smart Home Arena
2017-12-08,7:00p,52,Chicago Bulls,119,Charlotte Hornets,111,OT,14077,Spectrum Center
2017-12-08,7:00p,52,Golden State Warriors,102,Detroit Pistons,98,,20491,Little Caesars Arena
2017-12-08,7:00p,52,Cleveland Cavaliers,102,Indiana Pacers,106,,17032,Bankers Life Fieldhouse
2017-12-08,7:00p,52,Denver Nuggets,103,Orlando Magic,89,,16024,Amway Center
2017-12-08,8:00p,52,Toronto Raptors,116,Memphis Grizzlies,107,,15417,FedExForum
2017-12-08,8:00p,52,Dallas Mavericks,102,Milwaukee Bucks,109,,15889,Fiserv Forum
2017-12-08,8:00p,52,Sacramento Kings,116,New Orleans Pelicans,109,OT,15019,Smoothie King Center
2017-12-08,9:30p,52,Boston Celtics,102,San Antonio Spurs,105,,18418,AT&T Center
2017-12-09,3:30p,53,Washington Wizards,112,Los Angeles Clippers,113,,15739,Staples Center
2017-12-09,6:00p,53,Miami Heat,101,Brooklyn Nets,89,,19777,Barclays Center
2017-12-09,7:00p,53,Los Angeles Lakers,110,Charlotte Hornets,99,,19320,Spectrum Center
2017-12-09,7:30p,53,Orlando Magic,110,Atlanta Hawks,117,,12719,State Farm Arena
2017-12-09,8:00p,53,New York Knicks,102,Chicago Bulls,104,,20149,United Center
2017-12-09,8:00p,53,Philadelphia 76ers,98,Cleveland Cavaliers,105,,20562,Rocket Mortgage FieldHouse
2017-12-09,8:30p,53,Utah Jazz,100,Milwaukee Bucks,117,,16675,Fiserv Forum
2017-12-09,9:00p,53,Oklahoma City Thunder,102,Memphis Grizzlies,101,OT,17794,FedExForum
2017-12-09,9:00p,53,San Antonio Spurs,104,Phoenix Suns,101,,16575,Talking Stick Resort Arena
2017-12-09,10:00p,53,Houston Rockets,124,Portland Trail Blazers,117,,19503,Moda Center
2017-12-10,3:30p,54,Toronto Raptors,102,Sacramento Kings,87,,17583,Golden 1 Center
2017-12-10,4:00p,54,Boston Celtics,91,Detroit Pistons,81,,18776,Little Caesars Arena
2017-12-10,5:00p,54,Denver Nuggets,116,Indiana Pacers,126,OT,14587,Bankers Life Fieldhouse
2017-12-10,7:00p,54,Dallas Mavericks,92,Minnesota Timberwolves,97,,13094,Target Center
2017-12-10,7:00p,54,Philadelphia 76ers,124,New Orleans Pelicans,131,,16878,Smoothie King Center
2017-12-10,7:30p,54,Atlanta Hawks,107,New York Knicks,111,,19189,Madison Square Garden
2017-12-11,8:00p,55,Boston Celtics,85,Chicago Bulls,108,,19617,United Center
2017-12-11,8:00p,55,New Orleans Pelicans,123,Houston Rockets,130,,18055,Toyota Center
2017-12-11,8:00p,55,Miami Heat,107,Memphis Grizzlies,82,,14857,FedExForum
2017-12-11,8:00p,55,Charlotte Hornets,116,Oklahoma City Thunder,103,,18203,Chesapeake Energy Arena
2017-12-11,10:30p,55,Portland Trail Blazers,104,Golden State Warriors,111,,19596,Chase Center
2017-12-11,10:30p,55,Toronto Raptors,91,Los Angeles Clippers,96,,16658,Staples Center
2017-12-12,7:00p,56,Atlanta Hawks,114,Cleveland Cavaliers,123,,20562,Rocket Mortgage FieldHouse
2017-12-12,7:00p,56,Denver Nuggets,103,Detroit Pistons,84,,15480,Little Caesars Arena
2017-12-12,7:00p,56,Los Angeles Lakers,109,New York Knicks,113,OT,19359,Madison Square Garden
2017-12-12,7:30p,56,Washington Wizards,98,Brooklyn Nets,103,,14515,Barclays Center
2017-12-12,8:30p,56,San Antonio Spurs,89,Dallas Mavericks,95,,19874,American Airlines Center
2017-12-12,9:30p,56,Philadelphia 76ers,118,Minnesota Timberwolves,112,OT,14659,Target Center
2017-12-12,10:00p,56,Phoenix Suns,92,Sacramento Kings,99,,17583,Golden 1 Center
2017-12-13,7:00p,57,Oklahoma City Thunder,100,Indiana Pacers,95,,17923,Bankers Life Fieldhouse
2017-12-13,7:00p,57,Los Angeles Clippers,106,Orlando Magic,95,,16011,Amway Center
2017-12-13,7:00p,57,Memphis Grizzlies,87,Washington Wizards,93,,15297,Capital One Arena
2017-12-13,7:30p,57,Denver Nuggets,118,Boston Celtics,124,,18624,TD Garden
2017-12-13,7:30p,57,Portland Trail Blazers,102,Miami Heat,95,,19600,American Airlines Arena
2017-12-13,8:00p,57,Utah Jazz,100,Chicago Bulls,103,,18102,United Center
2017-12-13,8:00p,57,Milwaukee Bucks,108,New Orleans Pelicans,115,,16863,Smoothie King Center
2017-12-13,9:00p,57,Toronto Raptors,115,Phoenix Suns,109,,15517,Talking Stick Resort Arena
2017-12-13,9:30p,57,Charlotte Hornets,96,Houston Rockets,108,,16509,Toyota Center
2017-12-14,7:30p,58,Detroit Pistons,105,Atlanta Hawks,91,,13548,State Farm Arena
2017-12-14,7:30p,58,New York Knicks,111,Brooklyn Nets,104,,17732,Barclays Center
2017-12-14,8:00p,58,Los Angeles Lakers,112,Cleveland Cavaliers,121,,20562,Rocket Mortgage FieldHouse
2017-12-14,8:00p,58,Sacramento Kings,96,Minnesota Timberwolves,119,,11126,Target Center
2017-12-14,10:30p,58,Dallas Mavericks,97,Golden State Warriors,112,,19596,Chase Center
2017-12-15,7:00p,59,Miami Heat,104,Charlotte Hornets,98,,15565,Spectrum Center
2017-12-15,7:00p,59,Detroit Pistons,104,Indiana Pacers,98,,14687,Bankers Life Fieldhouse
2017-12-15,7:00p,59,Portland Trail Blazers,95,Orlando Magic,88,,16963,Amway Center
2017-12-15,7:00p,59,Oklahoma City Thunder,119,Philadelphia 76ers,117,3OT,20612,Wells Fargo Center
2017-12-15,7:00p,59,Los Angeles Clippers,91,Washington Wizards,100,,15442,Capital One Arena
2017-12-15,7:30p,59,Utah Jazz,107,Boston Celtics,95,,18624,TD Garden
2017-12-15,7:30p,59,Brooklyn Nets,87,Toronto Raptors,120,,19800,Scotiabank Arena
2017-12-15,8:00p,59,Atlanta Hawks,94,Memphis Grizzlies,96,,15803,FedExForum
2017-12-15,8:00p,59,Chicago Bulls,115,Milwaukee Bucks,109,,16921,Fiserv Forum
2017-12-15,9:00p,59,New Orleans Pelicans,111,Denver Nuggets,117,OT,17584,Pepsi Center
2017-12-15,9:30p,59,San Antonio Spurs,109,Houston Rockets,124,,18055,Toyota Center
2017-12-16,7:00p,60,Portland Trail Blazers,93,Charlotte Hornets,91,,16687,Spectrum Center
2017-12-16,7:30p,60,Utah Jazz,100,Cleveland Cavaliers,109,,20562,Rocket Mortgage FieldHouse
2017-12-16,7:30p,60,Oklahoma City Thunder,96,New York Knicks,111,,19812,Madison Square Garden
2017-12-16,8:00p,60,Milwaukee Bucks,111,Houston Rockets,115,,18055,Toyota Center
2017-12-16,8:00p,60,Los Angeles Clippers,85,Miami Heat,90,,19600,American Airlines Arena
2017-12-16,8:00p,60,Phoenix Suns,108,Minnesota Timberwolves,106,,18109,Target Center
2017-12-16,8:30p,60,Dallas Mavericks,96,San Antonio Spurs,98,,18418,AT&T Center
2017-12-16,9:00p,60,Boston Celtics,102,Memphis Grizzlies,93,,17794,FedExForum
2017-12-17,3:30p,61,Sacramento Kings,93,Toronto Raptors,108,,19800,Scotiabank Arena
2017-12-17,4:00p,61,Orlando Magic,110,Detroit Pistons,114,,16312,Little Caesars Arena
2017-12-17,6:00p,61,Indiana Pacers,109,Brooklyn Nets,97,,13934,Barclays Center
2017-12-17,6:00p,61,Cleveland Cavaliers,106,Washington Wizards,99,,20356,Capital One Arena
2017-12-18,7:00p,62,New York Knicks,91,Charlotte Hornets,109,,15386,Spectrum Center
2017-12-18,7:00p,62,Boston Celtics,112,Indiana Pacers,111,,16055,Bankers Life Fieldhouse
2017-12-18,7:30p,62,Miami Heat,104,Atlanta Hawks,110,,14227,State Farm Arena
2017-12-18,8:00p,62,Philadelphia 76ers,115,Chicago Bulls,117,,20796,United Center
2017-12-18,8:00p,62,Utah Jazz,99,Houston Rockets,120,,18055,Toyota Center
2017-12-18,8:00p,62,Portland Trail Blazers,107,Minnesota Timberwolves,108,,14187,Target Center
2017-12-18,8:00p,62,Denver Nuggets,94,Oklahoma City Thunder,95,,18203,Chesapeake Energy Arena
2017-12-18,8:30p,62,Phoenix Suns,97,Dallas Mavericks,91,,19245,American Airlines Center
2017-12-18,8:30p,62,Los Angeles Clippers,91,San Antonio Spurs,109,,18418,AT&T Center
2017-12-18,10:30p,62,Golden State Warriors,116,Los Angeles Lakers,114,OT,18997,Staples Center
2017-12-19,7:00p,63,Sacramento Kings,101,Philadelphia 76ers,95,,20558,Wells Fargo Center
2017-12-19,7:00p,63,New Orleans Pelicans,106,Washington Wizards,116,,16529,Capital One Arena
2017-12-19,8:00p,63,Cleveland Cavaliers,116,Milwaukee Bucks,119,,18717,Fiserv Forum
2017-12-20,7:00p,64,Toronto Raptors,129,Charlotte Hornets,111,,15023,Spectrum Center
2017-12-20,7:30p,64,Indiana Pacers,105,Atlanta Hawks,95,,14830,State Farm Arena
2017-12-20,7:30p,64,Miami Heat,90,Boston Celtics,89,,18624,TD Garden
2017-12-20,7:30p,64,Sacramento Kings,104,Brooklyn Nets,99,,13179,Barclays Center
2017-12-20,8:00p,64,Orlando Magic,94,Chicago Bulls,112,,20285,United Center
2017-12-20,8:00p,64,Los Angeles Lakers,122,Houston Rockets,116,,18055,Toyota Center
2017-12-20,8:00p,64,Utah Jazz,79,Oklahoma City Thunder,107,,18203,Chesapeake Energy Arena
2017-12-20,8:30p,64,Detroit Pistons,93,Dallas Mavericks,110,,19580,American Airlines Center
2017-12-20,9:00p,64,Minnesota Timberwolves,112,Denver Nuggets,104,,17002,Pepsi Center
2017-12-20,10:00p,64,San Antonio Spurs,93,Portland Trail Blazers,91,,19393,Moda Center
2017-12-20,10:30p,64,Memphis Grizzlies,84,Golden State Warriors,97,,19596,Chase Center
2017-12-20,10:30p,64,Phoenix Suns,95,Los Angeles Clippers,108,,17151,Staples Center
2017-12-21,7:00p,65,Chicago Bulls,112,Cleveland Cavaliers,115,,20562,Rocket Mortgage FieldHouse
2017-12-21,7:00p,65,Toronto Raptors,114,Philadelphia 76ers,109,,20680,Wells Fargo Center
2017-12-21,8:00p,65,Boston Celtics,93,New York Knicks,102,,19812,Madison Square Garden
2017-12-21,9:00p,65,Memphis Grizzlies,95,Phoenix Suns,97,,16339,Talking Stick Resort Arena
2017-12-21,10:30p,65,San Antonio Spurs,89,Utah Jazz,100,,18306,Vivint Smart Home Arena
2017-12-22,7:00p,66,New York Knicks,101,Detroit Pistons,104,,16922,Little Caesars Arena
2017-12-22,7:00p,66,New Orleans Pelicans,111,Orlando Magic,97,,18846,Amway Center
2017-12-22,7:30p,66,Washington Wizards,84,Brooklyn Nets,119,,15589,Barclays Center
2017-12-22,8:00p,66,Los Angeles Clippers,128,Houston Rockets,118,,18055,Toyota Center
2017-12-22,8:00p,66,Dallas Mavericks,101,Miami Heat,113,,19600,American Airlines Arena
2017-12-22,8:00p,66,Charlotte Hornets,104,Milwaukee Bucks,109,,17018,Fiserv Forum
2017-12-22,8:00p,66,Atlanta Hawks,117,Oklahoma City Thunder,120,,18203,Chesapeake Energy Arena
2017-12-22,10:00p,66,Denver Nuggets,102,Portland Trail Blazers,85,,19473,Moda Center
2017-12-22,10:30p,66,Los Angeles Lakers,106,Golden State Warriors,113,,19596,Chase Center
2017-12-23,5:00p,67,Philadelphia 76ers,86,Toronto Raptors,102,,19800,Scotiabank Arena
2017-12-23,7:00p,67,Milwaukee Bucks,106,Charlotte Hornets,111,,18363,Spectrum Center
2017-12-23,7:00p,67,Brooklyn Nets,119,Indiana Pacers,123,OT,17107,Bankers Life Fieldhouse
2017-12-23,7:00p,67,Orlando Magic,103,Washington Wizards,130,,17218,Capital One Arena
2017-12-23,7:30p,67,Dallas Mavericks,107,Atlanta Hawks,112,,13402,State Farm Arena
2017-12-23,7:30p,67,Chicago Bulls,92,Boston Celtics,117,,18624,TD Garden
2017-12-23,8:00p,67,Los Angeles Clippers,112,Memphis Grizzlies,115,,16844,FedExForum
2017-12-23,8:00p,67,New Orleans Pelicans,109,Miami Heat,94,,19600,American Airlines Arena
2017-12-23,8:00p,67,Oklahoma City Thunder,103,Utah Jazz,89,,18306,Vivint Smart Home Arena
2017-12-23,8:30p,67,Denver Nuggets,96,Golden State Warriors,81,,19596,Chase Center
2017-12-23,9:00p,67,Minnesota Timberwolves,115,Phoenix Suns,106,,16482,Talking Stick Resort Arena
2017-12-23,9:30p,67,Portland Trail Blazers,95,Los Angeles Lakers,92,,18997,Staples Center
2017-12-23,10:00p,67,San Antonio Spurs,108,Sacramento Kings,99,,17583,Golden 1 Center
2017-12-25,12:00p,68,Philadelphia 76ers,105,New York Knicks,98,,19812,Madison Square Garden
2017-12-25,3:00p,68,Cleveland Cavaliers,92,Golden State Warriors,99,,19596,Chase Center
2017-12-25,5:30p,68,Washington Wizards,111,Boston Celtics,103,,18624,TD Garden
2017-12-25,8:00p,68,Houston Rockets,107,Oklahoma City Thunder,112,,18203,Chesapeake Energy Arena
2017-12-25,10:30p,68,Minnesota Timberwolves,121,Los Angeles Lakers,104,,18997,Staples Center
2017-12-26,7:00p,69,Toronto Raptors,93,Dallas Mavericks,98,,20005,American Airlines Center
2017-12-26,7:00p,69,Indiana Pacers,83,Detroit Pistons,107,,20491,Little Caesars Arena
2017-12-26,7:30p,69,Orlando Magic,89,Miami Heat,107,,19600,American Airlines Arena
2017-12-26,8:00p,69,Chicago Bulls,115,Milwaukee Bucks,106,,18717,Fiserv Forum
2017-12-26,8:30p,69,Brooklyn Nets,97,San Antonio Spurs,109,,18492,AT&T Center
2017-12-26,9:00p,69,Utah Jazz,83,Denver Nuggets,107,,17104,Pepsi Center
2017-12-26,9:00p,69,Memphis Grizzlies,97,Phoenix Suns,99,,17105,Talking Stick Resort Arena
2017-12-26,10:30p,69,Sacramento Kings,95,Los Angeles Clippers,122,,16393,Staples Center
2017-12-27,7:00p,70,Boston Celtics,102,Charlotte Hornets,91,,19611,Spectrum Center
2017-12-27,7:00p,70,Dallas Mavericks,98,Indiana Pacers,94,,17923,Bankers Life Fieldhouse
2017-12-27,7:30p,70,Washington Wizards,99,Atlanta Hawks,113,,15763,State Farm Arena
2017-12-27,8:00p,70,New York Knicks,87,Chicago Bulls,92,,21883,United Center
2017-12-27,8:00p,70,Denver Nuggets,125,Minnesota Timberwolves,128,OT,18978,Target Center
2017-12-27,8:00p,70,Brooklyn Nets,113,New Orleans Pelicans,128,,16707,Smoothie King Center
2017-12-27,8:00p,70,Toronto Raptors,107,Oklahoma City Thunder,124,,18203,Chesapeake Energy Arena
2017-12-27,10:00p,70,Cleveland Cavaliers,95,Sacramento Kings,109,,17583,Golden 1 Center
2017-12-27,10:30p,70,Utah Jazz,101,Golden State Warriors,126,,19596,Chase Center
2017-12-27,10:30p,70,Memphis Grizzlies,109,Los Angeles Lakers,99,,18997,Staples Center
2017-12-28,7:00p,71,Detroit Pistons,89,Orlando Magic,102,,18846,Amway Center
2017-12-28,8:00p,71,Houston Rockets,98,Boston Celtics,99,,18624,TD Garden
2017-12-28,8:00p,71,Minnesota Timberwolves,96,Milwaukee Bucks,102,,18717,Fiserv Forum
2017-12-28,8:30p,71,New York Knicks,107,San Antonio Spurs,119,,18935,AT&T Center
2017-12-28,10:30p,71,Philadelphia 76ers,110,Portland Trail Blazers,114,,20104,Moda Center
2017-12-29,7:00p,72,Houston Rockets,103,Washington Wizards,121,,20356,Capital One Arena
